layer,method,budget_bpw,invocations,recovery_median,recovery_p10,relative_error_median,physical_bpw_median,gate_bpw_median,up_bpw_median,down_bpw_median
39,global_multi_view_oracle,0.25,60,0.5039879580538144,0.29487623417462216,0.6956511735916138,0.23958333333333334,0.1875,0.1875,0.28125
39,global_multi_view_oracle,0.5,60,0.5746334898427345,0.3831444112490576,0.6476466059684753,0.4791666666666667,0.1875,0.28125,0.96875
39,global_multi_view_oracle,0.75,60,0.6153349018759521,0.42107632529301947,0.6096113324165344,0.7291666666666666,0.28125,0.5,1.234375
39,global_multi_view_oracle,1.0,60,0.6701168696455607,0.4736289855480116,0.5918150544166565,0.9791666666666666,0.5,0.5,1.5
39,global_multi_view_oracle,1.25,60,0.703039259699833,0.48209595819865364,0.569104939699173,1.2291666666666667,0.5,0.5,2.234375
39,global_multi_view_oracle,1.5,60,0.7261826943706953,0.5399622059776628,0.5386058688163757,1.4791666666666667,0.875,0.859375,2.46875
39,global_multi_view_oracle,2.0,60,0.7420820913270751,0.5964042931421552,0.48268918693065643,1.9166666666666667,1.5,1.25,2.5
39,global_multi_view_oracle,2.5,60,0.7924469725668315,0.6323839504828398,0.44116488099098206,2.4895833333333335,2.0,2.0,3.0
39,global_multi_view_oracle,3.0,60,0.8213955851950947,0.6829562782059628,0.4053640812635422,2.9895833333333335,3.0,2.5,4.0
39,global_multi_view_oracle,4.0,60,0.8628732423879126,0.738264597303208,0.3636951893568039,3.6666666666666665,4.0,4.0,4.0
39,learned_learned_native,0.0,60,0.0,0.0,0.8304605782032013,0.0,0.0,0.0,0.0
39,learned_learned_native,0.25,60,0.44512933504360525,0.2220897434974821,0.7107107043266296,0.22916666666666666,0.171875,0.09375,0.28125
39,learned_learned_native,0.5,60,0.495850370095979,0.2825105617186674,0.681144654750824,0.46354166666666663,0.1875,0.265625,0.71875
39,learned_learned_native,0.75,60,0.5752517671919561,0.31022885560512875,0.6532565653324127,0.71875,0.5,0.28125,1.0
39,learned_learned_native,1.0,60,0.6060893826367093,0.38632666680595706,0.6149190962314606,0.9739583333333333,0.734375,0.5,1.25
39,learned_learned_native,1.25,60,0.6332267456945277,0.4206889353611202,0.593228280544281,1.1875,0.75,0.5,1.734375
39,learned_learned_native,1.5,60,0.6675398713511145,0.4800517905444249,0.5576522350311279,1.46875,1.0,0.5,2.0
